user_id,item_id,pred_rating,title,genres
196,318,4.510193075414222,Schindler's List (1993),"Drama, War"
196,185,4.510171502611613,Psycho (1960),"Horror, Romance, Thriller"
196,169,4.446768189018102,"Wrong Trousers, The (1993)","Animation, Comedy"
196,64,4.439101200573055,"Shawshank Redemption, The (1994)",Drama
196,603,4.426275901563248,Rear Window (1954),"Mystery, Thriller"
196,483,4.42047692663494,Casablanca (1942),"Drama, Romance, War"
196,178,4.390000269994729,12 Angry Men (1957),Drama
196,481,4.387841147746882,"Apartment, The (1960)","Comedy, Drama"
196,515,4.387646099130223,"Boot, Das (1981)","Action, Drama, War"
196,316,4.3862803448005465,As Good As It Gets (1997),"Comedy, Drama"
186,408,4.710612371353263,"Close Shave, A (1995)","Animation, Comedy, Thriller"
186,98,4.571494010357787,"Silence of the Lambs, The (1991)","Drama, Thriller"
186,512,4.473230361793794,Wings of Desire (1987),"Comedy, Drama, Romance"
186,318,4.450379028007948,Schindler's List (1993),"Drama, War"
186,300,4.449648742249045,Air Force One (1997),"Action, Thriller"
186,313,4.448683691997524,Titanic (1997),"Action, Drama, Romance"
186,133,4.412336033553416,Gone with the Wind (1939),"Drama, Romance, War"
186,519,4.411911317428077,"Treasure of the Sierra Madre, The (1948)",Adventure
186,178,4.405487610622705,12 Angry Men (1957),Drama
186,169,4.38522076902513,"Wrong Trousers, The (1993)","Animation, Comedy"
22,50,5.0,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
22,174,5.0,Raiders of the Lost Ark (1981),"Action, Adventure"
22,64,4.980053502774782,"Shawshank Redemption, The (1994)",Drama
22,272,4.97012315114674,Good Will Hunting (1997),Drama
22,100,4.942221177779372,Fargo (1996),"Crime, Drama, Thriller"
22,173,4.929419326433232,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance"
22,127,4.888205938029488,"Godfather, The (1972)","Action, Crime, Drama"
22,56,4.834793630490425,Pulp Fiction (1994),"Crime, Drama"
22,89,4.765984456307997,Blade Runner (1982),"Film-Noir, Sci-Fi"
22,172,4.7079789386253665,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War"
244,56,4.960104133820978,Pulp Fiction (1994),"Crime, Drama"
244,114,4.88564826397375,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
244,318,4.8642031088905835,Schindler's List (1993),"Drama, War"
244,603,4.859509935615983,Rear Window (1954),"Mystery, Thriller"
244,192,4.8386810120384585,Raging Bull (1980),Drama
244,169,4.838600913047472,"Wrong Trousers, The (1993)","Animation, Comedy"
244,89,4.836682961750577,Blade Runner (1982),"Film-Noir, Sci-Fi"
244,98,4.817784254932726,"Silence of the Lambs, The (1991)","Drama, Thriller"
244,1449,4.773177693480911,Pather Panchali (1955),Drama
244,286,4.760699249596263,"English Patient, The (1996)","Drama, Romance, War"
166,64,4.873920624094685,"Shawshank Redemption, The (1994)",Drama
166,357,4.723576834694502,One Flew Over the Cuckoo's Nest (1975),Drama
166,318,4.717090343370426,Schindler's List (1993),"Drama, War"
166,178,4.666238621240229,12 Angry Men (1957),Drama
166,923,4.635724139297983,Raise the Red Lantern (1991),Drama
166,657,4.630023445588111,"Manchurian Candidate, The (1962)","Film-Noir, Thriller"
166,513,4.629903115809449,"Third Man, The (1949)","Mystery, Thriller"
166,483,4.616895274729137,Casablanca (1942),"Drama, Romance, War"
166,694,4.608516269074434,Persuasion (1995),Romance
166,1194,4.605506043592683,Once Were Warriors (1994),"Crime, Drama"
298,318,4.8844212621169545,Schindler's List (1993),"Drama, War"
298,64,4.738402891693951,"Shawshank Redemption, The (1994)",Drama
298,483,4.706789990619502,Casablanca (1942),"Drama, Romance, War"
298,603,4.705707446266738,Rear Window (1954),"Mystery, Thriller"
298,482,4.692887263099349,Some Like It Hot (1959),"Comedy, Crime"
298,496,4.678347021931549,It's a Wonderful Life (1946),Drama
298,132,4.668034263708332,"Wizard of Oz, The (1939)","Adventure, Children’s, Drama, Musical"
298,169,4.630296747514936,"Wrong Trousers, The (1993)","Animation, Comedy"
298,498,4.615564400620075,"African Queen, The (1951)","Action, Adventure, Romance, War"
298,178,4.607583857781353,12 Angry Men (1957),Drama
115,56,5.0,Pulp Fiction (1994),"Crime, Drama"
115,514,4.993660755555184,Annie Hall (1977),"Comedy, Romance"
115,89,4.946144377531978,Blade Runner (1982),"Film-Noir, Sci-Fi"
115,180,4.933520132623851,Apocalypse Now (1979),"Drama, War"
115,178,4.913391317012622,12 Angry Men (1957),Drama
115,272,4.898982923306364,Good Will Hunting (1997),Drama
115,127,4.880116527899843,"Godfather, The (1972)","Action, Crime, Drama"
115,474,4.874964886224372,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War"
115,285,4.870674981598686,Secrets & Lies (1996),Drama
115,187,4.83700044963187,"Godfather: Part II, The (1974)","Action, Crime, Drama"
253,50,4.823977405954845,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
253,127,4.801365470355648,"Godfather, The (1972)","Action, Crime, Drama"
253,64,4.786241058220846,"Shawshank Redemption, The (1994)",Drama
253,480,4.771230742920762,North by Northwest (1959),"Comedy, Thriller"
253,483,4.74275399629424,Casablanca (1942),"Drama, Romance, War"
253,496,4.690674360819658,It's a Wonderful Life (1946),Drama
253,132,4.648539882004113,"Wizard of Oz, The (1939)","Adventure, Children’s, Drama, Musical"
253,427,4.641823709507417,To Kill a Mockingbird (1962),Drama
253,22,4.606400662269126,Braveheart (1995),"Action, Drama, War"
253,498,4.571346003152878,"African Queen, The (1951)","Action, Adventure, Romance, War"
305,134,4.605639723294521,Citizen Kane (1941),Drama
305,408,4.562305542412783,"Close Shave, A (1995)","Animation, Comedy, Thriller"
305,483,4.479450281597685,Casablanca (1942),"Drama, Romance, War"
305,709,4.473547456918774,Strictly Ballroom (1992),"Comedy, Romance"
305,923,4.469101330098874,Raise the Red Lantern (1991),Drama
305,474,4.416469536739627,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War"
305,178,4.405475981403863,12 Angry Men (1957),Drama
305,603,4.345347284032676,Rear Window (1954),"Mystery, Thriller"
305,480,4.328996584365145,North by Northwest (1959),"Comedy, Thriller"
305,48,4.312468885601065,Hoop Dreams (1994),Documentary
6,197,4.6244352334761345,"Graduate, The (1967)","Drama, Romance"
6,474,4.62374856390885,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War"
6,479,4.5797188201994965,Vertigo (1958),"Mystery, Thriller"
6,603,4.4934738374106304,Rear Window (1954),"Mystery, Thriller"
6,124,4.454982994435557,Lone Star (1996),"Drama, Mystery"
6,525,4.450436632207544,"Big Sleep, The (1946)","Film-Noir, Mystery"
6,515,4.431265718636069,"Boot, Das (1981)","Action, Drama, War"
6,484,4.417819039513773,"Maltese Falcon, The (1941)","Film-Noir, Mystery"
6,98,4.416153300809988,"Silence of the Lambs, The (1991)","Drama, Thriller"
6,59,4.413743990823469,Three Colors: Red (1994),Drama
62,173,4.813081274127463,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance"
62,56,4.748998588209027,Pulp Fiction (1994),"Crime, Drama"
62,50,4.744171198566519,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
62,238,4.583351866133248,Raising Arizona (1987),Comedy
62,127,4.561316504061135,"Godfather, The (1972)","Action, Crime, Drama"
62,172,4.437990072258032,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War"
62,168,4.428771004763764,Monty Python and the Holy Grail (1974),Comedy
62,258,4.425131967953741,Contact (1997),"Drama, Sci-Fi"
62,169,4.365092293246732,"Wrong Trousers, The (1993)","Animation, Comedy"
62,185,4.364592156506719,Psycho (1960),"Horror, Romance, Thriller"
286,318,5.0,Schindler's List (1993),"Drama, War"
286,483,5.0,Casablanca (1942),"Drama, Romance, War"
286,488,5.0,Sunset Blvd. (1950),Film-Noir
286,496,5.0,It's a Wonderful Life (1946),Drama
286,659,5.0,Arsenic and Old Lace (1944),"Comedy, Mystery, Thriller"
286,286,4.992917653677221,"English Patient, The (1996)","Drama, Romance, War"
286,382,4.9858140466802165,"Adventures of Priscilla, Queen of the Desert, The (1994)","Comedy, Drama"
286,482,4.914308394254491,Some Like It Hot (1959),"Comedy, Crime"
286,192,4.878058333761478,Raging Bull (1980),Drama
286,641,4.853464148161258,Paths of Glory (1957),"Drama, War"
200,318,5.0,Schindler's List (1993),"Drama, War"
200,483,5.0,Casablanca (1942),"Drama, Romance, War"
200,204,4.987468106465207,Back to the Future (1985),"Comedy, Sci-Fi"
200,496,4.972716073372886,It's a Wonderful Life (1946),Drama
200,64,4.970049020894938,"Shawshank Redemption, The (1994)",Drama
200,172,4.96939051176305,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War"
200,659,4.940744131865675,Arsenic and Old Lace (1944),"Comedy, Mystery, Thriller"
200,251,4.909844052515156,Shall We Dance? (1996),Comedy
200,313,4.867502776014122,Titanic (1997),"Action, Drama, Romance"
200,132,4.865417531796884,"Wizard of Oz, The (1939)","Adventure, Children’s, Drama, Musical"
210,318,5.0,Schindler's List (1993),"Drama, War"
210,178,4.992149211054426,12 Angry Men (1957),Drama
210,50,4.975120672021401,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
210,64,4.954631261338466,"Shawshank Redemption, The (1994)",Drama
210,483,4.879407935128325,Casablanca (1942),"Drama, Romance, War"
210,603,4.856476733556855,Rear Window (1954),"Mystery, Thriller"
210,302,4.831610994675772,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller"
210,134,4.829189872685545,Citizen Kane (1941),Drama
210,169,4.803305889610506,"Wrong Trousers, The (1993)","Animation, Comedy"
210,187,4.751384780403845,"Godfather: Part II, The (1974)","Action, Crime, Drama"
224,313,4.822385091641281,Titanic (1997),"Action, Drama, Romance"
224,22,4.77755096262131,Braveheart (1995),"Action, Drama, War"
224,174,4.380942925204312,Raiders of the Lost Ark (1981),"Action, Adventure"
224,69,4.365931878862152,Forrest Gump (1994),"Comedy, Romance, War"
224,181,4.239564020368597,Return of the Jedi (1983),"Action, Adventure, Romance, Sci-Fi, War"
224,300,4.160348459746243,Air Force One (1997),"Action, Thriller"
224,143,4.142760590538273,"Sound of Music, The (1965)",Musical
224,210,4.130406262046869,Indiana Jones and the Last Crusade (1989),"Action, Adventure"
224,568,4.126831290280824,Speed (1994),"Action, Romance, Thriller"
224,216,4.106668540526604,When Harry Met Sally... (1989),"Comedy, Romance"
303,127,5.0,"Godfather, The (1972)","Action, Crime, Drama"
303,187,4.941660963262465,"Godfather: Part II, The (1974)","Action, Crime, Drama"
303,318,4.855354043202961,Schindler's List (1993),"Drama, War"
303,483,4.82483304077204,Casablanca (1942),"Drama, Romance, War"
303,169,4.753829870253549,"Wrong Trousers, The (1993)","Animation, Comedy"
303,268,4.725324182455971,Chasing Amy (1997),"Drama, Romance"
303,9,4.704181172038768,Dead Man Walking (1995),Drama
303,484,4.632643408321246,"Maltese Falcon, The (1941)","Film-Noir, Mystery"
303,176,4.606145837692999,Aliens (1986),"Action, Sci-Fi, Thriller, War"
303,1039,4.599672214367189,Hamlet (1996),Drama
122,197,4.871215077555225,"Graduate, The (1967)","Drama, Romance"
122,134,4.765747861485877,Citizen Kane (1941),Drama
122,483,4.739378231986528,Casablanca (1942),"Drama, Romance, War"
122,603,4.707704386077759,Rear Window (1954),"Mystery, Thriller"
122,86,4.648846629086858,"Remains of the Day, The (1993)",Drama
122,316,4.6337768959257755,As Good As It Gets (1997),"Comedy, Drama"
122,408,4.6315642320832024,"Close Shave, A (1995)","Animation, Comedy, Thriller"
122,178,4.607909246610384,12 Angry Men (1957),Drama
122,488,4.6052269973019655,Sunset Blvd. (1950),Film-Noir
122,285,4.59541896771553,Secrets & Lies (1996),Drama
194,318,4.234403439002589,Schindler's List (1993),"Drama, War"
194,661,4.153957299118715,High Noon (1952),Western
194,173,4.152559274003341,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance"
194,427,4.0046209194206295,To Kill a Mockingbird (1962),Drama
194,302,4.00386564990816,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller"
194,168,3.991654762075839,Monty Python and the Holy Grail (1974),Comedy
194,484,3.990425627454592,"Maltese Falcon, The (1941)","Film-Noir, Mystery"
194,169,3.9835279215457216,"Wrong Trousers, The (1993)","Animation, Comedy"
194,98,3.940904014929519,"Silence of the Lambs, The (1991)","Drama, Thriller"
194,483,3.9248282272849426,Casablanca (1942),"Drama, Romance, War"
291,50,5.0,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
291,98,5.0,"Silence of the Lambs, The (1991)","Drama, Thriller"
291,100,5.0,Fargo (1996),"Crime, Drama, Thriller"
291,169,5.0,"Wrong Trousers, The (1993)","Animation, Comedy"
291,174,5.0,Raiders of the Lost Ark (1981),"Action, Adventure"
291,923,4.992609273874606,Raise the Red Lantern (1991),Drama
291,12,4.966162201402669,"Usual Suspects, The (1995)","Crime, Thriller"
291,64,4.919535072146228,"Shawshank Redemption, The (1994)",Drama
291,223,4.909854078739132,Sling Blade (1996),"Drama, Thriller"
291,124,4.9076923197594375,Lone Star (1996),"Drama, Mystery"
234,515,4.40556592851971,"Boot, Das (1981)","Action, Drama, War"
234,169,4.317881639662373,"Wrong Trousers, The (1993)","Animation, Comedy"
234,511,4.242185226360651,Lawrence of Arabia (1962),"Adventure, War"
234,199,4.232175425041664,"Bridge on the River Kwai, The (1957)","Drama, War"
234,134,4.106437414580738,Citizen Kane (1941),Drama
234,654,4.060677615712324,Chinatown (1974),"Film-Noir, Mystery, Thriller"
234,132,4.04175879867527,"Wizard of Oz, The (1939)","Adventure, Children’s, Drama, Musical"
234,474,4.024421935968107,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War"
234,136,4.0134971490285825,Mr. Smith Goes to Washington (1939),Drama
234,484,4.007950263277502,"Maltese Falcon, The (1941)","Film-Noir, Mystery"
119,923,4.96584189933424,Raise the Red Lantern (1991),Drama
119,169,4.924786681271411,"Wrong Trousers, The (1993)","Animation, Comedy"
119,481,4.874524114592344,"Apartment, The (1960)","Comedy, Drama"
119,657,4.82545397934823,"Manchurian Candidate, The (1962)","Film-Noir, Thriller"
119,282,4.801064159859038,"Time to Kill, A (1996)",Drama
119,963,4.791791628607597,Some Folks Call It a Sling Blade (1993),"Drama, Thriller"
119,57,4.780479428831116,Priest (1994),Drama
119,478,4.774693969186561,"Philadelphia Story, The (1940)","Comedy, Romance"
119,223,4.762624608690348,Sling Blade (1996),"Drama, Thriller"
119,313,4.7587540612465205,Titanic (1997),"Action, Drama, Romance"
167,318,4.5944885166647484,Schindler's List (1993),"Drama, War"
167,127,4.484538296407884,"Godfather, The (1972)","Action, Crime, Drama"
167,56,4.4575322701986835,Pulp Fiction (1994),"Crime, Drama"
167,408,4.4042776007418585,"Close Shave, A (1995)","Animation, Comedy, Thriller"
167,83,4.400771091634999,Much Ado About Nothing (1993),"Comedy, Romance"
167,134,4.39913225448031,Citizen Kane (1941),Drama
167,496,4.373302252302716,It's a Wonderful Life (1946),Drama
167,511,4.367346767712252,Lawrence of Arabia (1962),"Adventure, War"
167,50,4.358373867741104,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
167,483,4.353703310583728,Casablanca (1942),"Drama, Romance, War"
299,127,4.484425050790233,"Godfather, The (1972)","Action, Crime, Drama"
299,474,4.436115758518902,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War"
299,191,4.349398242439994,Amadeus (1984),"Drama, Mystery"
299,178,4.347825123316116,12 Angry Men (1957),Drama
299,251,4.283531107235057,Shall We Dance? (1996),Comedy
299,514,4.269782707784565,Annie Hall (1977),"Comedy, Romance"
299,61,4.235423571982448,Three Colors: White (1994),Drama
299,519,4.232744014896952,"Treasure of the Sierra Madre, The (1948)",Adventure
299,187,4.219487680444748,"Godfather: Part II, The (1974)","Action, Crime, Drama"
299,408,4.21640516636494,"Close Shave, A (1995)","Animation, Comedy, Thriller"
308,302,4.718569803260432,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller"
308,12,4.692051329599828,"Usual Suspects, The (1995)","Crime, Thriller"
308,654,4.629300325279463,Chinatown (1974),"Film-Noir, Mystery, Thriller"
308,603,4.626990597304466,Rear Window (1954),"Mystery, Thriller"
308,187,4.52452175571334,"Godfather: Part II, The (1974)","Action, Crime, Drama"
308,134,4.502934570136464,Citizen Kane (1941),Drama
308,8,4.4837476213952865,Babe (1995),"Children’s, Comedy, Drama"
308,64,4.474632250753628,"Shawshank Redemption, The (1994)",Drama
308,487,4.472125711642661,Roman Holiday (1953),"Comedy, Romance"
308,178,4.462601126756437,12 Angry Men (1957),Drama
95,173,4.872978948455114,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance"
95,515,4.795734527419227,"Boot, Das (1981)","Action, Drama, War"
95,169,4.7563070115682144,"Wrong Trousers, The (1993)","Animation, Comedy"
95,1,4.590697201117814,Toy Story (1995),"Animation, Children’s, Comedy"
95,12,4.540378273250319,"Usual Suspects, The (1995)","Crime, Thriller"
95,485,4.410534794989468,My Fair Lady (1964),"Musical, Romance"
95,143,4.401750519107823,"Sound of Music, The (1965)",Musical
95,198,4.399865326790919,Nikita (La Femme Nikita) (1990),Thriller
95,427,4.398491817676948,To Kill a Mockingbird (1962),Drama
95,496,4.387841853120974,It's a Wonderful Life (1946),Drama
38,71,5.0,"Lion King, The (1994)","Animation, Children’s, Musical"
38,83,5.0,Much Ado About Nothing (1993),"Comedy, Romance"
38,143,5.0,"Sound of Music, The (1965)",Musical
38,419,5.0,Mary Poppins (1964),"Children’s, Comedy, Musical"
38,485,5.0,My Fair Lady (1964),"Musical, Romance"
38,515,5.0,"Boot, Das (1981)","Action, Drama, War"
38,588,5.0,Beauty and the Beast (1991),"Animation, Children’s, Musical"
38,657,5.0,"Manchurian Candidate, The (1962)","Film-Noir, Thriller"
38,1240,4.945101673331106,Ghost in the Shell (Kokaku kidotai) (1995),"Animation, Sci-Fi"
38,251,4.936043142570734,Shall We Dance? (1996),Comedy
102,169,3.639909393139943,"Wrong Trousers, The (1993)","Animation, Comedy"
102,318,3.638498207590029,Schindler's List (1993),"Drama, War"
102,408,3.576065837331362,"Close Shave, A (1995)","Animation, Comedy, Thriller"
102,272,3.5644416446768235,Good Will Hunting (1997),Drama
102,963,3.545259262942234,Some Folks Call It a Sling Blade (1993),"Drama, Thriller"
102,483,3.5337334232795237,Casablanca (1942),"Drama, Romance, War"
102,228,3.4904699084693243,Star Trek: The Wrath of Khan (1982),"Action, Adventure, Sci-Fi"
102,202,3.4694599267119135,Groundhog Day (1993),"Comedy, Romance"
102,174,3.4630367512104643,Raiders of the Lost Ark (1981),"Action, Adventure"
102,178,3.4534434330016723,12 Angry Men (1957),Drama
63,408,4.170286490169444,"Close Shave, A (1995)","Animation, Comedy, Thriller"
63,50,4.1635516364018015,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War"
63,272,4.15569093802622,Good Will Hunting (1997),Drama
63,56,4.151748167850316,Pulp Fiction (1994),"Crime, Drama"
63,474,4.150819130926545,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War"
63,318,4.1317714132109655,Schindler's List (1993),"Drama, War"
63,127,4.117132525747878,"Godfather, The (1972)","Action, Crime, Drama"
63,64,4.100050550457182,"Shawshank Redemption, The (1994)",Drama
63,169,4.097706277771182,"Wrong Trousers, The (1993)","Animation, Comedy"
63,114,4.088560927523026,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
160,12,5.0,"Usual Suspects, The (1995)","Crime, Thriller"
160,302,5.0,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller"
160,127,4.974010987484774,"Godfather, The (1972)","Action, Crime, Drama"
160,187,4.842603074341584,"Godfather: Part II, The (1974)","Action, Crime, Drama"
